mg_scale,eg_scale
1.1775695288817543,0.8466551229570953
0.9352582625833477,1.000911960475388
1.1605181077787219,0.7011819588163527
0.6675195204041122,0.9251924764660646
0.8714441526938708,0.657417591827319
0.6948871761691505,0.9498197925897582
0.9075219203096461,0.6658312033099227
1.3244527432135644,1.2626618314241287
1.0938646330377566,1.0913936169341365
1.052657864734472,1.1144084382182275
1.1708003777416942,0.8964835212272629
1.1318115547562608,0.9342773579065462
1.328397381829219,1.0657088995772626
0.900055979048901,1.2210788615814576
1.3089263804976574,0.7183408317583171
0.9965433135080226,1.3949766124144747
1.3970964239669874,1.0394334778810368
0.8143897864509051,0.7891654387805694
0.9301382365364457,1.3582101807503164
0.9305797125327978,1.1259327803428205
1.2901552009302346,1.251009178869984
0.93730381230459,1.1717647906887567
0.6361862327090888,0.9113770192786529
1.033686478999726,1.0980052901144235
1.0144155066296399,0.9480094807745023
0.6092042842304827,0.8702446209279479
0.8002529417570174,1.2398864134759569
1.003221681637072,0.9835804002301162
0.623077995493078,1.3344673989727984
0.6037891769713312,0.6418509539867566
1.359888112477519,0.9863404678480647
1.2274187399173706,0.8352268610206034
0.9058474277297669,1.096383387759818
1.357570314634295,1.1109419775166913
1.052884431096515,1.3143047911959842
0.6444873048045335,1.1934521727525231
0.8504822348973373,0.6031511588535643
0.6800091848175542,0.9190666901722295
0.7727963381515941,1.0626677889789975
0.8908091384477356,1.2632019784681137
1.0300857979951126,0.9720448919513032
1.3503307895795853,1.0213704868261426
1.2707755924807878,0.6188258718639007
1.2789749739401783,0.8285800191567271
0.9231209446606625,1.166889046736911
0.6202692756360901,0.7599329043086804
1.1565000464057311,0.8505146083473306
0.6008200086041781,0.9911691753519007
0.7651208322340395,1.274262674893639
1.1987638607268813,0.799947666239108
1.3316856519985314,0.8424451552280195
1.0679053049472023,1.0483944991537686
0.7641709978393594,1.3420141993022376
0.7280567944688072,0.8587964966299944
1.1457390508386611,1.1817486029594342
0.6389085475554115,1.2274805046728912
1.0500047686317415,0.8200181882618576
0.8592198290895185,0.8498414115481153
1.2490574218801833,1.208891365321087
0.6294635237314024,0.7496091485873553
1.0707031914433025,0.9170638922287823
1.3549972474805736,1.1722379558677596
1.0118016078588437,0.8016253878968185
0.99712345333531,1.1644221720157022
0.7320566858799109,1.217464056573234
1.130494761249769,1.3732090437586362
0.6394918657431761,0.8364782279173852
0.6879630527420169,1.333821574125556
0.9430007715812947,0.6470982541671298
0.6096212287757471,0.6302263231931451
1.0962011229409607,1.0159529142759764
0.845046606679944,0.604159246305242
0.8181307109719728,1.3270879700196816
1.3702579338409813,1.394226389681235
0.9891352170261039,0.8083059836950811
0.6733019568333625,1.0537972720546775
0.8664864765011223,1.2262485621734713
0.8275908254817195,1.3471637372090777
1.3298289553211673,0.7105400518203847
0.8707682425877431,1.1240196501224204
1.3374706696935699,0.6316621075166913
1.192536106807617,1.201833671927647
1.189672993925035,1.009917362439447
1.1813378252674425,1.0216656304077385
0.846319185190994,1.190687231337737
0.8428660076531918,1.1433395625862592
1.2534204355800793,1.2076397809476305
0.9838124756608944,1.3722479255084932
0.7102084817322057,0.8164298067891184
0.9329958740352626,1.1987909596095516
1.0591723789849903,0.993918636816316
0.6475035643534061,1.2819676654101388
1.3492246818989622,1.3382231757220104
1.1195523750385088,0.9602138597893413
1.2886980633860856,1.0465110720471675
1.155139128835586,0.9090965639371449
0.9613949243537276,0.9418985605541494
1.3223823555876613,0.8246586883499006
0.933980109075375,1.2963170732535456
1.176073061509305,1.1331809300249673
0.6859478122005352,0.9351561504889606
1.3605793733696603,0.8998204111056509
1.268327982895797,1.237363243009404
1.1223528508774145,1.1339505327506183
1.1006097516875872,0.7270808477908624
1.3025144941761027,1.3329118641510473
1.2608296156890764,1.056156438579904
0.8200923429363353,0.818578152172773
0.6992004575169023,0.6901358671719144
0.6300948158018914,0.6802770908112765
1.2719753629044592,1.165311286868533
0.797916628677433,1.3843475868708848
1.009061476643905,0.8693660614379903
