mg_g0,mg_g1,mg_g2,mg_g3,mg_g4,mg_g5,mg_g6,eg_g0,eg_g1,eg_g2,eg_g3,eg_g4,eg_g5,eg_g6
1.2857653724320417,0.6330114578262441,1.0178886026817746,0.7492513680618548,0.8767465431775503,0.6089005280313359,1.1010656453618675,1.2497712415749764,0.807320210528039,1.388837628338635,0.8552500688060947,0.6263732168707623,1.3745071687677244,0.6551046644631363
0.8705638436322877,1.0143441494898437,0.917701596172031,1.3824612127253268,0.7904775271578923,0.9498981817953666,0.8015665357555267,0.9080113712366339,0.6677292649419757,1.0620007852651292,1.0857640896079679,0.7545814140323985,1.3543343052957204,0.9921433344241327
0.7627845562645457,1.245256985931746,1.020393471926774,0.627682425002492,1.0642419027476189,1.0806236271343168,0.6916134674389247,1.1438337500337203,1.082269571463588,1.2777200545600904,0.7883978078294275,1.3815522860642329,0.9342116444706252,1.103533613215861
1.1178276304171355,0.6113159256690818,1.0768662576924652,0.7478773977387723,0.9680469611313921,0.8740775843088097,1.2624068380456162,0.6019691532516007,1.398517071014372,1.163188329442764,0.805569122077977,1.0770056988128287,0.8255184453323252,0.6675902552001773
1.398402388424693,0.8808199408918528,1.383458076664264,1.010190485580948,1.0809921022134326,1.1938950177652052,1.3051755363206368,1.208764293914102,0.9647236136388149,0.7772221772560622,1.189895222217705,1.1456425439485285,0.9660710652303641,0.8643946014891706
1.0350486022806682,0.826542267300023,0.7878676330606992,1.1538707425981587,1.1671854365685526,1.3609426532551874,0.8279375726406977,0.7450457801606112,1.3798287011657608,0.7505858825406531,0.9338531526222744,0.7049962460141117,1.283000371762279,1.0850674940603027
0.6587702985491327,1.3222147822248993,1.0967925467915418,1.1654471502274202,1.3404180658166158,0.8133044364702539,1.2682990142750221,1.2137426959333988,1.06099192575342,0.9765573104963294,1.105554944992921,1.3150779320604151,1.079381164129157,0.9712977703247878
1.2779910620986081,1.0822489550689058,0.7151619349590885,0.6060354208877577,0.8944150460359408,0.8949364944693621,0.9574373579466295,0.6246702399258834,1.0103957342334624,1.3898212063234174,1.0236031805285244,0.8213082919492628,1.2204991141608517,0.777619561578731
0.9944832843939917,1.1844994913620375,0.8429725512666562,0.9364434058016033,0.9807989942363895,1.136474661248044,0.8961987023005402,1.2728175820849335,0.9739381490069343,1.0973207632008006,0.8602702515178786,1.290597989197763,0.707029050954536,0.7213733420361413
1.2273930450080783,0.9752202218255579,0.6973087042300004,0.6159745650094806,1.126268041191326,1.2109692056416383,1.0345340343140217,0.8044019239781681,0.7623929261278037,0.7364893955480177,0.9293431682950263,1.0947541297634078,0.9922424688222939,0.7478720946704884
